id,name,description,tier,set,created_at,updated_at,gear_type,char_id,stat_id,role_id,gear_skill
135,Ring,2Set:(Increases DMG to Heroes by 7%) 4Set:(Increases DMG to Heroes by 13%),T8,Hero Suppression,2020-06-08 15:30:24.580562,2020-06-16 10:22:18.054979,7-J,NULL,90,NULL,HP
136,Ring,2Set:(Reduces DMG recieved from Heroes by 6%) 4Set:(Reduces DMG recieved from Heroes by 11%),T8,Hero Protection,2020-06-08 15:30:33.347293,2020-06-16 10:22:23.523808,7-J,NULL,90,NULL,HP
137,Ring,2Set:(Increases Crit DMG of all allies by 5%) 4Set:(Increases Crit DMG of all allies by 8%),T8,Dark Legion,2020-06-08 15:30:42.255368,2020-06-16 10:22:30.051308,7-J,NULL,90,NULL,HP
138,Ring,2Set:(Hero deals 12% more DMG and takes 12% less DMG from bosses) 4Set:(Hero deals 15% more DMG and takes 15% less DMG from bosses),T6,Beast of Chaos,2020-06-08 15:30:51.872101,2020-06-16 10:22:37.467738,7-J,NULL,68,NULL,HP
139,Ring,2Set:(Hero deals 12% more DMG and takes 12% less DMG from bosses) 4Set:(Hero deals 15% more DMG and takes 15% less DMG from bosses),T7,Beast of Chaos,2020-06-08 15:30:55.232677,2020-06-16 10:22:45.772924,7-J,NULL,79,NULL,HP
140,Ring,2Set:(Hero deals 12% more DMG and takes 12% less DMG from bosses) 4Set:(Hero deals 15% more DMG and takes 15% less DMG from bosses),T8,Beast of Chaos,2020-06-08 15:30:57.980798,2020-06-16 10:22:51.579671,7-J,NULL,90,NULL,HP
141,Earrings,2Set:(Crit +100) 4Set:(Crit +130),T6,Opportune Fire,2020-06-08 15:31:11.752621,2020-06-16 10:41:55.502872,7-J,NULL,69,NULL,HP
142,Earrings,2Set:(Crit +100) 4Set:(Crit +130),T7,Opportune Fire,2020-06-08 15:31:14.197295,2020-06-16 10:42:01.390967,7-J,NULL,80,NULL,HP
143,Earrings,2Set:(Crit +100) 4Set:(Crit +130),T8,Opportune Fire,2020-06-08 15:31:16.891565,2020-06-16 10:42:07.034386,7-J,NULL,91,NULL,HP
144,Earrings,2Set:(Max HP +10%) 4Set:(Max HP +13%),T6,Gritty Frost,2020-06-08 15:31:24.262778,2020-06-16 10:42:12.74581,7-J,NULL,69,NULL,HP
145,Earrings,2Set:(Max HP +10%) 4Set:(Max HP +13%),T7,Gritty Frost,2020-06-08 15:31:26.530494,2020-06-16 10:42:18.505224,7-J,NULL,80,NULL,HP
146,Earrings,2Set:(Max HP +10%) 4Set:(Max HP +13%),T8,Gritty Frost,2020-06-08 15:31:28.714612,2020-06-16 10:42:24.798568,7-J,NULL,91,NULL,HP
147,Earrings,2Set:(Crit Resistance +100) 4Set:(Crit Resistance +130),T6,Unrelenting Poison,2020-06-08 15:31:36.319451,2020-06-16 10:42:31.121192,7-J,NULL,69,NULL,HP
148,Earrings,2Set:(Crit Resistance +100) 4Set:(Crit Resistance +130),T7,Unrelenting Poison,2020-06-08 15:31:41.407907,2020-06-16 10:42:36.879352,7-J,NULL,80,NULL,HP
149,Earrings,2Set:(Crit Resistance +100) 4Set:(Crit Resistance +130),T8,Unrelenting Poison,2020-06-08 15:31:44.146517,2020-06-16 10:42:42.64486,7-J,NULL,91,NULL,HP
150,Earrings,2Set:(MP Recovery/Attack +200) 4Set:(MP Recovery/Attack +260),T6,Swift Darkness,2020-06-08 15:31:55.700271,2020-06-16 10:42:52.793104,7-J,NULL,69,NULL,HP
151,Earrings,2Set:(MP Recovery/Attack +200) 4Set:(MP Recovery/Attack +260),T7,Swift Darkness,2020-06-08 15:31:58.325005,2020-06-16 10:42:59.200179,7-J,NULL,80,NULL,HP
152,Earrings,2Set:(MP Recovery/Attack +200) 4Set:(MP Recovery/Attack +260),T8,Swift Darkness,2020-06-08 15:32:00.758171,2020-06-16 10:43:04.888831,7-J,NULL,91,NULL,HP
153,Earrings,2Set:(Crit DMG +20%) 4Set:(Crit DMG +26%),T8,Lava,2020-06-08 15:32:44.350284,2020-06-16 10:43:11.068037,7-J,NULL,91,NULL,HP
154,Fire Dragon's Blessing,2Set:(Debuff ACC +100) 4Set:(Debuff ACC +130),T8,Legendary,2020-06-08 15:35:29.902595,2020-06-16 10:43:17.67441,7-J,NULL,91,NULL,HP
155,Earrings,2Set:(Increases DMG to Heroes by 7%) 4Set:(Increases DMG to Heroes by 13%),T8,Hero Suppression,2020-06-08 15:35:41.357861,2020-06-16 10:43:25.637475,7-J,NULL,91,NULL,HP
156,Earrings,2Set:(Reduces DMG recieved from Heroes by 6%) 4Set:(Reduces DMG recieved from Heroes by 11%),T8,Hero Protection,2020-06-08 15:35:50.405736,2020-06-16 10:43:31.555307,7-J,NULL,91,NULL,HP
157,Earrings,2Set:(Increases Crit DMG of all allies by 5%) 4Set:(Increases Crit DMG of all allies by 8%),T8,Dark Legion,2020-06-08 15:35:58.808061,2020-06-16 10:43:37.060773,7-J,NULL,91,NULL,HP
158,Earrings,2Set:(Hero deals 12% more DMG and takes 12% less DMG from bosses) 4Set:(Hero deals 15% more DMG and takes 15% less DMG from bosses),T6,Beast of Chaos,2020-06-08 15:36:11.014706,2020-06-16 10:43:42.33772,7-J,NULL,69,NULL,HP
159,Earrings,2Set:(Hero deals 12% more DMG and takes 12% less DMG from bosses) 4Set:(Hero deals 15% more DMG and takes 15% less DMG from bosses),T7,Beast of Chaos,2020-06-08 15:36:14.407387,2020-06-16 10:43:47.253728,7-J,NULL,80,NULL,HP
160,Earrings,2Set:(Hero deals 12% more DMG and takes 12% less DMG from bosses) 4Set:(Hero deals 15% more DMG and takes 15% less DMG from bosses),T8,Beast of Chaos,2020-06-08 15:36:17.334386,2020-06-16 10:43:52.244604,7-J,NULL,91,NULL,HP
161,Necklace,2Set:(Crit +100) 4Set:(Crit +130),T6,Opportune Fire,2020-06-08 15:37:01.936323,2020-06-16 10:46:33.334022,7-J,NULL,70,NULL,
162,Necklace,2Set:(Crit +100) 4Set:(Crit +130),T7,Opportune Fire,2020-06-08 15:37:06.841101,2020-06-16 10:46:40.03599,7-J,NULL,81,NULL,
163,Necklace,2Set:(Crit +100) 4Set:(Crit +130),T8,Opportune Fire,2020-06-08 15:37:09.264171,2020-06-16 10:46:47.418734,7-J,NULL,92,NULL,
164,Necklace,2Set:(Max HP +10%) 4Set:(Max HP +13%),T6,Gritty Frost,2020-06-08 15:37:19.211855,2020-06-16 10:46:53.648808,7-J,NULL,70,NULL,
165,Necklace,2Set:(Max HP +10%) 4Set:(Max HP +13%),T7,Gritty Frost,2020-06-08 15:37:21.831489,2020-06-16 10:46:59.583218,7-J,NULL,81,NULL,
166,Necklace,2Set:(Max HP +10%) 4Set:(Max HP +13%),T8,Gritty Frost,2020-06-08 15:37:24.498774,2020-06-16 10:47:05.31187,7-J,NULL,92,NULL,
167,Necklace,2Set:(Crit Resistance +100) 4Set:(Crit Resistance +130),T6,Unrelenting Poison,2020-06-08 15:37:40.565319,2020-06-16 10:47:12.499114,7-J,NULL,70,NULL,
168,Necklace,2Set:(Crit Resistance +100) 4Set:(Crit Resistance +130),T7,Unrelenting Poison,2020-06-08 15:37:43.010611,2020-06-16 10:47:17.668808,7-J,NULL,81,NULL,
169,Necklace,2Set:(Crit Resistance +100) 4Set:(Crit Resistance +130),T8,Unrelenting Poison,2020-06-08 15:37:45.759745,2020-06-16 10:47:22.833033,7-J,NULL,92,NULL,
170,Necklace,2Set:(MP Recovery/Attack +200) 4Set:(MP Recovery/Attack +260),T6,Swift Darkness,2020-06-08 15:37:56.206766,2020-06-16 10:47:28.735673,7-J,NULL,70,NULL,
171,Necklace,2Set:(MP Recovery/Attack +200) 4Set:(MP Recovery/Attack +260),T7,Swift Darkness,2020-06-08 15:37:59.06738,2020-06-16 10:47:34.628657,7-J,NULL,81,NULL,
172,Necklace,2Set:(MP Recovery/Attack +200) 4Set:(MP Recovery/Attack +260),T8,Swift Darkness,2020-06-08 15:38:01.631554,2020-06-16 10:47:39.652329,7-J,NULL,92,NULL,
173,Necklace,2Set:(Crit DMG +20%) 4Set:(Crit DMG +26%),T8,Lava,2020-06-08 15:38:18.494998,2020-06-16 10:47:44.397998,7-J,NULL,92,NULL,
174,Price of Arrogance,2Set:(Debuff ACC +100) 4Set:(Debuff ACC +130),T8,Legendary,2020-06-08 15:38:31.39467,2020-06-16 10:47:52.431869,7-J,NULL,92,NULL,
175,Necklace,2Set:(Increases DMG to Heroes by 7%) 4Set:(Increases DMG to Heroes by 13%),T8,Hero Suppression,2020-06-08 15:38:40.398978,2020-06-16 10:47:58.55084,7-J,NULL,92,NULL,
176,Necklace,2Set:(Reduces DMG recieved from Heroes by 6%) 4Set:(Reduces DMG recieved from Heroes by 11%),T8,Hero Protection,2020-06-08 15:38:48.138193,2020-06-16 10:48:04.10373,7-J,NULL,92,NULL,
177,Necklace,2Set:(Increases Crit DMG of all allies by 5%) 4Set:(Increases Crit DMG of all allies by 8%),T8,Dark Legion,2020-06-08 15:38:57.894353,2020-06-16 10:48:10.034222,7-J,NULL,92,NULL,
178,Necklace,2Set:(Hero deals 12% more DMG and takes 12% less DMG from bosses) 4Set:(Hero deals 15% more DMG and takes 15% less DMG from bosses),T6,Beast of Chaos,2020-06-08 15:39:08.311645,2020-06-16 10:48:15.46728,7-J,NULL,70,NULL,
179,Necklace,2Set:(Hero deals 12% more DMG and takes 12% less DMG from bosses) 4Set:(Hero deals 15% more DMG and takes 15% less DMG from bosses),T7,Beast of Chaos,2020-06-08 15:39:11.597624,2020-06-16 10:48:20.984095,7-J,NULL,81,NULL,
180,Necklace,2Set:(Hero deals 12% more DMG and takes 12% less DMG from bosses) 4Set:(Hero deals 15% more DMG and takes 15% less DMG from bosses),T8,Beast of Chaos,2020-06-08 15:39:14.155321,2020-06-16 10:48:26.831546,7-J,NULL,92,NULL,
181,Bracelet,2Set:(Crit +100) 4Set:(Crit +130),T6,Opportune Fire,2020-06-08 15:39:36.506334,2020-06-16 10:48:35.288286,7-J,NULL,71,NULL,
182,Bracelet,2Set:(Crit +100) 4Set:(Crit +130),T7,Opportune Fire,2020-06-08 15:39:39.110961,2020-06-16 10:48:40.465186,7-J,NULL,82,NULL,
183,Bracelet,2Set:(Crit +100) 4Set:(Crit +130),T8,Opportune Fire,2020-06-08 15:39:41.99982,2020-06-16 10:48:45.747399,7-J,NULL,93,NULL,
184,Bracelet,2Set:(Max HP +10%) 4Set:(Max HP +13%),T6,Gritty Frost,2020-06-08 15:39:51.522572,2020-06-16 10:48:50.25296,7-J,NULL,71,NULL,
185,Bracelet,2Set:(Max HP +10%) 4Set:(Max HP +13%),T7,Gritty Frost,2020-06-08 15:39:54.249796,2020-06-16 10:48:55.010555,7-J,NULL,82,NULL,
186,Bracelet,2Set:(Max HP +10%) 4Set:(Max HP +13%),T8,Gritty Frost,2020-06-08 15:39:56.781109,2020-06-16 10:49:00.420356,7-J,NULL,93,NULL,
187,Bracelet,2Set:(Crit Resistance +100) 4Set:(Crit Resistance +130),T6,Unrelenting Poison,2020-06-08 15:40:47.399536,2020-06-16 10:49:08.589066,7-J,NULL,71,NULL,
188,Bracelet,2Set:(Crit Resistance +100) 4Set:(Crit Resistance +130),T7,Unrelenting Poison,2020-06-08 15:40:51.963877,2020-06-16 10:49:15.266036,7-J,NULL,82,NULL,
189,Bracelet,2Set:(Crit Resistance +100) 4Set:(Crit Resistance +130),T8,Unrelenting Poison,2020-06-08 15:40:54.441842,2020-06-16 10:49:20.96477,7-J,NULL,93,NULL,
190,Bracelet,2Set:(MP Recovery/Attack +200) 4Set:(MP Recovery/Attack +260),T6,Swift Darkness,2020-06-08 15:41:04.65992,2020-06-16 10:49:28.037569,7-J,NULL,71,NULL,
191,Bracelet,2Set:(MP Recovery/Attack +200) 4Set:(MP Recovery/Attack +260),T7,Swift Darkness,2020-06-08 15:41:11.977233,2020-06-16 10:49:37.499866,7-J,NULL,82,NULL,
192,Bracelet,2Set:(MP Recovery/Attack +200) 4Set:(MP Recovery/Attack +260),T8,Swift Darkness,2020-06-08 15:41:14.606739,2020-06-16 10:49:43.085258,7-J,NULL,93,NULL,
193,Bracelet,2Set:(Crit DMG +20%) 4Set:(Crit DMG +26%),T8,Lava,2020-06-08 15:41:23.207482,2020-06-16 10:49:48.992989,7-J,NULL,93,NULL,
194,Fire Circle,2Set:(Debuff ACC +100) 4Set:(Debuff ACC +130),T8,Legendary,2020-06-08 15:41:30.995601,2020-06-16 10:49:56.294689,7-J,NULL,93,NULL,
195,Bracelet,2Set:(Increases DMG to Heroes by 7%) 4Set:(Increases DMG to Heroes by 13%),T8,Hero Suppression,2020-06-08 15:41:41.010932,2020-06-16 10:50:02.21494,7-J,NULL,93,NULL,
196,Bracelet,2Set:(Reduces DMG recieved from Heroes by 6%) 4Set:(Reduces DMG recieved from Heroes by 11%),T8,Hero Protection,2020-06-08 15:41:49.610237,2020-06-16 10:50:09.674179,7-J,NULL,93,NULL,
197,Bracelet,2Set:(Increases Crit DMG of all allies by 5%) 4Set:(Increases Crit DMG of all allies by 8%),T8,Dark Legion,2020-06-08 15:41:56.660348,2020-06-16 10:50:14.900048,7-J,NULL,93,NULL,
198,Bracelet,2Set:(Hero deals 12% more DMG and takes 12% less DMG from bosses) 4Set:(Hero deals 15% more DMG and takes 15% less DMG from bosses),T6,Beast of Chaos,2020-06-08 15:42:04.430979,2020-06-16 10:50:23.150088,7-J,NULL,71,NULL,
199,Bracelet,2Set:(Hero deals 12% more DMG and takes 12% less DMG from bosses) 4Set:(Hero deals 15% more DMG and takes 15% less DMG from bosses),T7,Beast of Chaos,2020-06-08 15:42:07.106052,2020-06-16 10:50:28.314594,7-J,NULL,82,NULL,
200,Bracelet,2Set:(Hero deals 12% more DMG and takes 12% less DMG from bosses) 4Set:(Hero deals 15% more DMG and takes 15% less DMG from bosses),T8,Beast of Chaos,2020-06-08 15:42:09.474609,2020-06-16 10:50:35.135655,7-J,NULL,93,NULL,
201,Orb,2Set:(Crit +100) 4Set:(Crit +130),T6,Opportune Fire,2020-06-08 15:42:52.432125,2020-06-16 10:50:49.825713,8-O,NULL,72,NULL,HP
202,Orb,2Set:(Crit +100) 4Set:(Crit +130),T7,Opportune Fire,2020-06-08 15:42:55.393228,2020-06-16 10:50:56.486556,8-O,NULL,83,NULL,HP
203,Orb,2Set:(Crit +100) 4Set:(Crit +130),T8,Opportune Fire,2020-06-08 15:42:58.448328,2020-06-16 10:51:01.982079,8-O,NULL,94,NULL,HP
204,Orb,2Set:(Max HP +10%) 4Set:(Max HP +13%),T6,Gritty Frost,2020-06-08 15:43:06.691576,2020-06-16 10:51:07.379723,8-O,NULL,72,NULL,HP
205,Orb,2Set:(Max HP +10%) 4Set:(Max HP +13%),T7,Gritty Frost,2020-06-08 15:43:14.449241,2020-06-16 10:51:12.21398,8-O,NULL,83,NULL,HP
206,Orb,2Set:(Max HP +10%) 4Set:(Max HP +13%),T8,Gritty Frost,2020-06-08 15:43:16.995965,2020-06-16 10:51:17.799757,8-O,NULL,94,NULL,HP
207,Orb,2Set:(Crit Resistance +100) 4Set:(Crit Resistance +130),T6,Unrelenting Poison,2020-06-08 15:43:25.662438,2020-06-16 10:51:24.013125,8-O,NULL,72,NULL,HP
208,Orb,2Set:(Crit Resistance +100) 4Set:(Crit Resistance +130),T7,Unrelenting Poison,2020-06-08 15:43:28.917398,2020-06-16 10:51:32.630231,8-O,NULL,83,NULL,HP
209,Orb,2Set:(Crit Resistance +100) 4Set:(Crit Resistance +130),T8,Unrelenting Poison,2020-06-08 15:43:31.284327,2020-06-16 10:51:37.672322,8-O,NULL,94,NULL,HP
210,Orb,2Set:(MP Recovery/Attack +200) 4Set:(MP Recovery/Attack +260),T6,Swift Darkness,2020-06-08 15:43:37.099548,2020-06-16 10:51:43.931454,8-O,NULL,72,NULL,HP
211,Orb,2Set:(MP Recovery/Attack +200) 4Set:(MP Recovery/Attack +260),T7,Swift Darkness,2020-06-08 15:43:39.50913,2020-06-16 10:51:49.358456,8-O,NULL,83,NULL,HP
212,Orb,2Set:(MP Recovery/Attack +200) 4Set:(MP Recovery/Attack +260),T8,Swift Darkness,2020-06-08 15:43:41.928224,2020-06-16 10:51:55.110666,8-O,NULL,94,NULL,HP
213,Orb,2Set:(Crit DMG +20%) 4Set:(Crit DMG +26%),T8,Lava,2020-06-08 15:43:50.670624,2020-06-16 10:52:01.787805,8-O,NULL,94,NULL,HP
214,Volcano's Heart,2Set:(Debuff ACC +100) 4Set:(Debuff ACC +130),T8,Legendary,2020-06-08 15:43:57.599284,2020-06-16 10:52:07.594425,8-O,NULL,94,NULL,HP
215,Orb,2Set:(Increases DMG to Heroes by 7%) 4Set:(Increases DMG to Heroes by 13%),T8,Hero Suppression,2020-06-08 15:44:04.965303,2020-06-16 10:52:14.488726,8-O,NULL,94,NULL,HP
216,Orb,2Set:(Reduces DMG recieved from Heroes by 6%) 4Set:(Reduces DMG recieved from Heroes by 11%),T8,Hero Protection,2020-06-08 15:44:10.911275,2020-06-16 10:52:20.131815,8-O,NULL,94,NULL,HP
217,Orb,2Set:(Increases Crit DMG of all allies by 5%) 4Set:(Increases Crit DMG of all allies by 8%),T8,Dark Legion,2020-06-08 15:44:16.894691,2020-06-16 10:52:27.529783,8-O,NULL,94,NULL,HP
218,Orb,2Set:(Hero deals 12% more DMG and takes 12% less DMG from bosses) 4Set:(Hero deals 15% more DMG and takes 15% less DMG from bosses),T6,Beast of Chaos,2020-06-08 15:44:26.79379,2020-06-16 10:52:33.726094,8-O,NULL,72,NULL,HP
219,Orb,2Set:(Hero deals 12% more DMG and takes 12% less DMG from bosses) 4Set:(Hero deals 15% more DMG and takes 15% less DMG from bosses),T7,Beast of Chaos,2020-06-08 15:44:29.846595,2020-06-16 10:52:38.614492,8-O,NULL,83,NULL,HP
220,Orb,2Set:(Hero deals 12% more DMG and takes 12% less DMG from bosses) 4Set:(Hero deals 15% more DMG and takes 15% less DMG from bosses),T8,Beast of Chaos,2020-06-08 15:44:32.040363,2020-06-16 10:52:43.690829,8-O,NULL,94,NULL,HP
221,Mana Stone,,T7,,2020-06-08 15:45:06.563523,2020-06-16 10:52:52.595495,9-UT,NULL,83,NULL,
222,Mana Stone,,T8,,2020-06-08 15:45:10.994265,2020-06-16 10:52:59.065719,9-UT,NULL,94,NULL,
223,"Noble Fate, Mahitra","Increases own Crit DMG by 10% and DEF Penetration by 100. Upon dealing DMG to an enemy 500 times, increases all effects by x2.",T10,,2020-06-11 14:31:07.905084,2020-06-16 09:45:21.009647,10-UW,1,214,NULL,
224,"Crystallized Technomagic, Rascal","Every 1.5 sec, gains 1 stack of Charge and recovers 1% mana.",T10,,2020-06-11 14:50:45.770242,2020-06-16 09:45:34.357701,10-UW,2,212,NULL,
225,"Clear Blue Sky, Sherrkyle","Every 10 sec, marks Judgment Sigil on 1 random enemy for 15 sec, then deals M.DMG equal to 200% of ATK. Ignores DEF if the target is not a Hero.",T10,,2020-06-11 14:51:06.459323,2020-06-16 09:45:43.220653,10-UW,3,210,NULL,
226,"Brilliant Praise, Brauxio","Upon using a Skill 3 times, creates a shield that blocks DMG equal to 200% of own ATK and increases own ATK by 20% for 10 sec. While the shield is active, gains immunity to CC.",T10,,2020-06-11 14:51:17.562629,2020-06-16 09:45:51.835155,10-UW,4,214,NULL,
227,"Solar Halo, Ignisius","When a normal attack hits the enemy 5 times, the target takes 20% more M.DMG for 10 seconds and is stunned for 0.5 seconds.",T10,,2020-06-11 14:51:26.778506,2020-06-16 09:46:00.352481,10-UW,5,204,NULL,
228,"God's Book, Genesis","Increases the casting speed of all skills, and upon every skill use, increases ATK by 2% and DEF by 2% for all allies. This effect can stack up to 7 times.",T10,,2020-06-11 14:51:36.379152,2020-06-16 09:46:07.226828,10-UW,6,216,NULL,
229,"Kiln of Futility, Targarios","Every 10 sec, increases own ATK by 10%, all DEF by 10%, and reduces Cooldown of all Skills by 1 sec. While in [Battle Initiation], Cooldown Reduction will be doubled. The ATK and DEF boost can be stacked up to max 4 times and is irremovable.",T10,,2020-06-11 14:51:48.074103,2020-06-16 09:46:15.393031,10-UW,7,206,NULL,
230,"Might of the God King, Tyrannicus","Depending on which form Cain is in, Normal and Skill attacks grant additional effects. [God King] Stuns the target for 1 sec with a 20% chance. [Tyrant] Increases P.DMG the target takes by 20% for 5 sec. The target inflicted with this effect will not receive this effect again for 3 sec.",T10,,2020-06-11 14:52:00.960809,2020-06-16 09:46:24.666631,10-UW,8,214,NULL,
231,"Aurelian Whisper, Goldbreeze","Skill hits increase M.DMG that the target takes by 10% for 10 sec. Every 8 sec, heals the ally with the lowest HP by 200% of own ATK and dispels all negative effects from the ally.",T10,,2020-06-11 14:52:13.027146,2020-06-16 09:46:32.893606,10-UW,9,216,NULL,
232,"Supersonic Tempest, Gigantix","Increases ATK Spd by 100. Normal and Skill attacks grant a stack of Explosion on self and have a 3% chance of stunning the target for 4 sec. Upon gaining 100 Explosion stacks, Gigantix explodes, increasing ATK Spd and All Dodge Chance by 100. This effect is irremovable.",T10,,2020-06-11 14:54:21.674583,2020-06-16 09:46:41.880918,10-UW,10,212,NULL,
233,Blood Lancer Monolith,"Increases own Crit DMG by 20%. Upon auto attack, deals P.DMG equal to 30% of ATK with [Flame of Monolith] and recovers HP equal to 20% of DMG dealt. When [Remove Limit] is active, the effect of [Flame of Monolith] is doubled.",T10,,2020-06-11 14:54:33.485528,2020-06-16 09:46:48.846916,10-UW,11,206,NULL,
234,"Prism Nova, Arc Lumineir","Upon gaining Lights, receives various effects. Red Light - Increases ATK of all allies by 10% for 10 sec. Blue Light - Increases DEF of all allies by 10% for 10 sec. Green Light - Recovers Mana of all alies by 300.",T10,,2020-06-11 14:54:42.923777,2020-06-16 09:46:56.11907,10-UW,12,212,NULL,
235,"The Guardian, Exian","Upon casting an active skill 3 times, increases P.DEF and ATK for all allies by 10% for 10 sec. ATK boost is doubled for the ally with the highest ATK.",T10,,2020-06-11 14:54:52.629,2020-06-16 09:47:03.060768,10-UW,13,204,NULL,
236,"Primal Flame, Flenos",Increases ATK Spd by 200. Skill hits deal additional M.DMG equal to 3% of ATK per stack of Ember inflicted on enemies.,T10,,2020-06-11 14:56:42.064457,2020-06-16 09:47:09.610555,10-UW,14,214,NULL,
237,"Hellhound, Akistra","The normal attack shoots an additional bullet that deals 50% of ATK as P.DMG. When the skill ends, 'Hellhound, Akistra' is activated, increasing ATK by 30% and Crit DMG by 30% for 20 sec. 'Hellhound, Akistra' is only activated once at 20 sec.",T10,,2020-06-11 14:56:49.997064,2020-06-16 09:47:16.113782,10-UW,15,212,NULL,
238,"Lake of Remembrance, Armekith","Dakaris takes 10% reduced DMG, and increases CC Resist by 100. After using a Skill, the effects are doubled for 2 sec.",T10,,2020-06-11 14:56:58.194342,2020-06-16 09:47:28.37646,10-UW,16,214,NULL,
239,"The Blue Light, Arpheus",Increases P.DEF of all allies by 4%. Blocking an enemy attack has a 10% chance to recover 3% Mana and reduce Cooldown of all skills by 1 sec.,T10,,2020-06-11 14:57:07.496525,2020-06-16 09:47:36.147251,10-UW,17,204,NULL,
240,"Tears of the Moon, Nerius","Each attack has a 10% chance of dealing 100% of ATK as M.DMG, and all skill cooldown is reduced by 10%.",T10,,2020-06-11 14:57:17.074996,2020-06-16 09:47:43.267785,10-UW,18,210,NULL,
241,"Ancient Valor, Seliere","At the beginning of each battle, increases ATK of all allies by 10%, all DEF by 20%, and reduces the Mana Cost of the next Skill used by self by 1 for 10 sec. This effect cannot be dispelled.",T10,,2020-06-11 14:57:42.192658,2020-06-16 09:47:50.580027,10-UW,19,204,NULL,
242,"The Seductress, Guillotine","Upon attacking, there is a 25% chance of dealing 80% of ATK as extra M.DMG, and ATK being increased by 2%. ATK boost can be stacked up to 10 times max.",T10,,2020-06-11 14:57:52.327346,2020-06-16 09:48:05.193243,10-UW,20,208,NULL,
243,"Essence of Greed, Perion",Each skill hit increases ATK and ATK Spd by 0.5% for 30 sec. This effect stacks up to 80 times and is irremovable.,T10,,2020-06-11 14:58:00.734026,2020-06-16 09:48:13.003215,10-UW,21,208,NULL,
244,"Wanderer's Pleasure, Lu Etrona Dice","Upon a Critical Skill Hit, increases M.DMG that target receives by 20% for 10 sec and recovers own Mana by 100.",T10,,2020-06-11 14:58:10.218941,2020-06-16 09:48:21.861607,10-UW,22,214,NULL,
245,"Small Synthesized Darkness, Naav Gehen","Whenever Evan uses a Skill, recovers own Mana by 400, reduces P.DMG all allies take by 10% for 5 sec, and increases P.DMG all enemies take by 10% for 5 sec.",T10,,2020-06-11 14:58:19.024544,2020-06-16 09:48:29.02585,10-UW,82,216,NULL,
246,Jailer of Despair Barbatos,"Fury duration is increased by 2 sec. While in Fury state, increases Crit DMG by 80% and CC Resist by 200.",T10,,2020-06-11 14:58:27.962159,2020-06-16 09:48:35.899209,10-UW,83,208,NULL,
247,"Twinswords of Fury, Veralta",Increases ATK by 12% and ATK Spd by 120 for 30 sec every 7 sec. This effect can stack up to 3 times and cannot be removed.,T10,,2020-06-11 14:58:37.915471,2020-06-16 09:48:44.89928,10-UW,84,208,NULL,
248,"God's Authority, Rosmerta","Every 8 sec, heals 4 allies with the lowest HP by 80% of own ATK, and increases Crit Chance by 300 and Crit DMG by 20% for the ally with the highest ATK for 8 sec.",T10,,2020-06-11 14:58:53.694809,2020-06-16 09:48:50.759872,10-UW,85,216,NULL,
249,"Holy Bird, Numinu",Increases own Max HP by 12%. Normal attacks have a 15% chance of dealing additional P.DMG equal to 200% of ATK and freezing the enemy for 2 sec.,T10,,2020-06-11 14:59:06.810961,2020-06-16 09:48:58.449151,10-UW,86,206,NULL,
250,"Beast Fist, Mastra","Upon a Crit Hit, Crit. DMG is increased by 20% for 5 sec. This effect can be stacked up to 7 times max.",T10,,2020-06-11 15:00:09.751174,2020-06-16 09:49:08.276719,10-UW,87,208,NULL,
251,"The Counterattack, Maxithea","Whenever a Skill is cast, increases ATK of all allies by 1% and Crit DMG by 2%. This effect stacks up to 4 times, and all effects are doubled at max stack. This effect cannot be dispelled.",T10,,2020-06-11 15:00:17.424604,2020-06-16 09:49:15.245391,10-UW,88,204,NULL,
252,"The Playtime, HN-0","Increases Hanus' Crit DMG by 20%. Every 20 sec, Hanus fires [The Playtime, HN-Homing Missile] to a random enemy, dealing P.DMG equal to 200% of ATK and inflicting one of the following effects for 3 sec: Stun, Freeze, Petrification, Knockdown, ATK Spd Reduction by 250.",T10,,2020-06-11 15:00:26.192317,2020-06-16 09:49:21.913046,10-UW,89,212,NULL,
253,"Unchanging Mind, Erekura","Deals M.DMG equal to 10% of ATK to nearby enemies and reduces their ATK by 14% every sec. Additionally, increases DMG dealt against Non-Hero enemies of the ally with the highest ATK excluding self by 6%. The DMG Boost effect is irremoveble. When the Passive Skill is activated, recovers 30% of Mana.",T10,,2020-06-11 15:00:34.066406,2020-06-16 09:49:28.852741,10-UW,23,204,NULL,
254,"Hundred-Flavor Banquet, Tempora Fyrr","Every 10 sec, gains 1 stack of [Excellent Ingredient] and recovers 1 orb of Mana.",T10,,2020-06-11 15:00:42.166237,2020-06-16 09:49:36.949299,10-UW,24,216,NULL,
255,"0-Form Perpetual Motion Cannon, Heaven Shatterer",Increases ATK by 2% every second. Can be stacked up to 15 times.,T10,,2020-06-11 15:03:15.570926,2020-06-16 09:49:43.524631,10-UW,25,212,NULL,
256,"The Holy Sword, Aea",Each attack has a 35% chance of dealing 160% of ATK as P.DMG.,T10,,2020-06-11 15:03:23.829799,2020-06-16 09:49:49.575999,10-UW,26,206,NULL,
