id,name,description,image,tier,created_at,updated_at
178,Penetration,All pulled enemies take 25% increased DMG from all sources for 10 sec,s1d.png,Demia,2020-06-18 12:53:43.864239,2020-06-18 12:53:43.864239
179,Will to Win,Mana cost is reduced by 1,s2l.png,Demia,2020-06-18 12:53:56.454418,2020-06-18 12:53:56.454418
180,Will to Win,Ally P.DEF is boosted by 20% for 10 sec after activation,s2d.png,Demia,2020-06-18 12:54:02.997586,2020-06-18 12:54:02.997586
181,Steel Fortress,Upon jumping into the air, charge at the target with the highest ATK,s3l.png,Demia,2020-06-18 12:54:14.831915,2020-06-18 12:54:14.831915
182,Steel Fortress,While casting, all allies take 20% reduced P.DMG,s3d.png,Demia,2020-06-18 12:54:22.908464,2020-06-18 12:54:22.908464
183,Spearhead,P.DEF is increased by 20% and P. Block is boosted by 50%,s4l.png,Demia,2020-06-18 12:54:32.23702,2020-06-18 12:54:32.23702
184,Spearhead,Recovers HP equal to 40% of P.DEF upon blocking,s4d.png,Demia,2020-06-18 12:54:38.423136,2020-06-18 12:54:38.423136
185,Dark Rampage,If there is 1 enemy, DMG is increased by 100%,s1l.png,Dimael,2020-06-18 13:00:37.97519,2020-06-18 13:00:37.97519
186,Dark Rampage,Has a 25% chance of Blinding the enemy for 5 sec,s1d.png,Dimael,2020-06-18 13:00:46.988036,2020-06-18 13:00:46.988036
187,Black Shackle,Mana cost is reduced by 1,s2l.png,Dimael,2020-06-18 13:00:57.022979,2020-06-18 13:00:57.022979
188,Black Shackle,Hit enemies are drawn together,s2d.png,Dimael,2020-06-18 13:01:03.223681,2020-06-18 13:01:03.223681
189,Shadow Wave,Mana cost is increased by 1 orb but DMG is boosted by 100%,s3l.png,Dimael,2020-06-18 13:01:19.476605,2020-06-18 13:01:19.476605
190,Shadow Wave,Dispels positive effects of all enemies in range,s3d.png,Dimael,2020-06-18 13:01:32.372627,2020-06-18 13:01:32.372627
191,Black Stain,DMG is increased by 40%,s4l.png,Dimael,2020-06-18 13:01:42.782783,2020-06-18 13:01:42.782783
192,Black Stain,There is a 10% chance that Skill 1 is fired upon an auto-attack,s4d.png,Dimael,2020-06-18 13:01:49.968069,2020-06-18 13:01:49.968069
193,This Will Hurt!,Recovers 1 orb of Mana of allies within range,s1l.png,Dosarta,2020-06-18 13:02:15.87094,2020-06-18 13:02:15.87094
194,This Will Hurt!,"Reduces a target's M.Block by 500 for 5 sec",s1d.png,Dosarta,2020-06-18 13:02:24.701272,2020-06-18 13:02:24.701272
195,On Guard!,Reduces Mana Cost by 1,s2l.png,Dosarta,2020-06-18 13:02:39.313551,2020-06-18 13:02:39.313551
196,On Guard!,Gains immunity to CC for 2 sec,s2d.png,Dosarta,2020-06-18 13:02:46.762948,2020-06-18 13:02:46.762948
197,Hya! Kya! Take this!,Gains immunity to CC for the duration of skill,s3l.png,Dosarta,2020-06-18 13:03:20.225518,2020-06-18 13:03:20.225518
198,Hya! Kya! Take this!,Increases the amount of M.DMG that a target takes by 25% for 10 sec,s3d.png,Dosarta,2020-06-18 13:03:28.801334,2020-06-18 13:03:28.801334
199,Let Us Challenge Together!,DEF Boost effects become irremovable,s4l.png,Dosarta,2020-06-18 13:03:38.992988,2020-06-18 13:03:38.992988
200,Let Us Challenge Together!,Cooldown changes to 4 sec,s4d.png,Dosarta,2020-06-18 13:03:44.103694,2020-06-18 13:03:44.103694
201,Absorbing Blow,If there is 1 enemy, DMG is increased by 100%,s1l.png,Epis,2020-06-18 13:08:18.828248,2020-06-18 13:08:18.828248
202,Absorbing Blow,Ignores enemy Block,s1d.png,Epis,2020-06-18 13:08:24.513254,2020-06-18 13:08:24.513254
203,Nightmare,Mana cost is reduced by 1,s2l.png,Epis,2020-06-18 13:08:37.251107,2020-06-18 13:08:37.251107
204,Nightmare,"Mana consumption is increased by 1, and upon using the skill, 'Absorbing Blow' is activated. Cannot use when there are no enemies in range",s2d.png,Epis,2020-06-18 13:08:43.511919,2020-06-18 13:08:43.511919
205,"Devil's Prom",DMG is increased by 40%,s3l.png,Epis,2020-06-18 13:08:57.556685,2020-06-18 13:08:57.556685
206,"Devil's Prom",DMG taken is reduced by 50% while skill is in use,s3d.png,Epis,2020-06-18 13:09:04.521579,2020-06-18 13:09:04.521579
207,Harvest,Each stack increases Mana recovery per sec by 50%,s4l.png,Epis,2020-06-18 13:09:17.153045,2020-06-18 13:09:17.153045
208,Harvest,While stack number is higher than 5, Mana is always at 100% and cooldowns are decreased by an additional 1 sec per each sec,s4d.png,Epis,2020-06-18 13:09:23.013516,2020-06-18 13:09:23.013516
209,Sweet Blood,Recovers 150 Mana every hit,s1l.png,Erze,2020-06-18 13:59:32.562993,2020-06-18 13:59:32.562993
210,Sweet Blood,Each use increases DMG by 10%. Stacks 30 times max,s1d.png,Erze,2020-06-18 13:59:43.912647,2020-06-18 13:59:43.912647
211,Soaking Blood,Stuns the target for 3 sec upon hit,s2l.png,Erze,2020-06-18 14:00:41.793613,2020-06-18 14:00:41.793613
212,Soaking Blood,Mana cost is reduced by 1,s2d.png,Erze,2020-06-18 14:00:48.409956,2020-06-18 14:00:48.409956
213,Blood Liberation,Recovers 75 Mana every hit,s3l.png,Erze,2020-06-18 14:01:02.259327,2020-06-18 14:01:02.259327
214,Blood Liberation,Mana cost is increased by 1 orb but DMG is boosted by 100%,s3d.png,Erze,2020-06-18 14:01:09.743284,2020-06-18 14:01:09.743284
215,Life Drinker,Increases Max HP by 100% upon killing an enemy and changes the Max HP reduction after auto-casting [Soaking Blood] to 33%,s4l.png,Erze,2020-06-18 14:01:18.619633,2020-06-18 14:01:18.619633
216,Life Drinker,Increases ATK by 200% upon killing an enemy, but Max HP boost does not apply,s4d.png,Erze,2020-06-18 14:01:33.07947,2020-06-18 14:01:33.07947
217,This Is My Game,Increases DMG by 100% when there is only 1 enemy left,s1l.png,Esker,2020-06-18 14:02:15.180535,2020-06-18 14:02:15.180535
218,This Is My Game,Reduces ATK Spd of the enemy by 200 for 10 sec,s1d.png,Esker,2020-06-18 14:02:22.033115,2020-06-18 14:02:22.033115
219,My Turn,Increases Mana Cost by 1, but rolls 6 every time,s2l.png,Esker,2020-06-18 14:07:57.303906,2020-06-18 14:07:57.303906
220,My Turn,Reduces Mana Cost by 1,s2d.png,Esker,2020-06-18 14:08:48.917738,2020-06-18 14:08:48.917738
221,Shall I Try My Luck?,DMG increase effect will activate after the Cooldown Reduction effect activates at max stack first,s3l.png,Esker,2020-06-18 14:09:04.157619,2020-06-18 14:09:04.157619
222,Shall I Try My Luck?,Changes the target to 4 enemies, but reduces Cooldown by 50% upon killing an enemy,s3d.png,Esker,2020-06-18 14:09:10.19585,2020-06-18 14:09:10.19585
223,This Is Not a Trick,Increases the max number of stacks by 3,s4l.png,Esker,2020-06-18 14:09:18.675297,2020-06-18 14:09:18.675297
224,This Is Not a Trick,Increases DMG against Non-Hero enemies by 3% per stack,s4d.png,Esker,2020-06-18 14:09:25.226528,2020-06-18 14:09:25.226528
225,Purification of Life / Uproar of Naav Gehen,[Purification of Life] Reduces Cooldown of the Skill by 5 sec,s1l.png,Evan,2020-06-18 14:09:58.471163,2020-06-18 14:09:58.471163
226,Purification of Life / Uproar of Naav Gehen,[Uproar of Naav Gehen] Changes the duration of the P.DMG Boost effect to 20 sec,s1d.png,Evan,2020-06-18 14:10:05.954255,2020-06-18 14:10:05.954255
227,Magic Circle of Life / Naav Gehen of Gluttony,[Magic Circle of Life] Increases CC Resist by 500 for the duration of the magic circle,s2l.png,Evan,2020-06-18 14:10:22.025512,2020-06-18 14:10:22.025512
228,Magic Circle of Life / Naav Gehen of Gluttony,[Naav Gehen of Gluttony] Reduces Mana Cost by 1,s2d.png,Evan,2020-06-18 14:10:31.7289,2020-06-18 14:10:31.7289
229,Origin of Life / Rampage of Naav Gehen,[Origin of Life] The Shield becomes irremovable, but reduces the shield to 50%,s3l.png,Evan,2020-06-18 14:10:48.047971,2020-06-18 14:10:48.047971
230,Origin of Life / Rampage of Naav Gehen,"[Rampage of Naav Gehen] Each hit reduces the target's Mana by 300",s3d.png,Evan,2020-06-18 14:10:53.507668,2020-06-18 14:10:53.507668
231,Alchemy of Green,Changes P.DMG Reduction to 25%,s4l.png,Evan,2020-06-18 14:11:50.732902,2020-06-18 14:11:50.732902
232,Alchemy of Green,"At the beginning of the first battle, Evan starts as 'Alchemist of the Dark Evan' and gains immunity to CC for 5 sec",s4d.png,Evan,2020-06-18 14:11:59.0059,2020-06-18 14:11:59.0059
233,Destructive Instinct,DMG is increased by 40%,s1l.png,Ezekiel,2020-06-18 14:13:50.835628,2020-06-18 14:13:50.835628
234,Destructive Instinct,After activation, ATK is increased by 40% for 5 sec,s1d.png,Ezekiel,2020-06-18 14:13:56.092557,2020-06-18 14:14:15.560007
235,Dawning Despair,Mana cost is reduced by 1,s2l.png,Ezekiel,2020-06-18 14:14:36.955031,2020-06-18 14:14:36.955031
236,Dawning Despair,When activated during Fury state, ignores target DEF,s2d.png,Ezekiel,2020-06-18 14:14:43.391788,2020-06-18 14:14:43.391788
237,Strike of Doom,Becomes immune to CC during activation,s3l.png,Ezekiel,2020-06-18 14:14:52.66623,2020-06-18 14:14:52.66623
238,Strike of Doom,If there is 1 enemy, DMG is increased by 100%,s3d.png,Ezekiel,2020-06-18 14:14:58.546387,2020-06-18 14:14:58.546387
239,Cursed Blood,When in Fury state, heal rate is increased by 50%,s4l.png,Ezekiel,2020-06-18 14:15:09.421411,2020-06-18 14:15:09.421411
240,Cursed Blood,"Per every stacked 'Cursed Blood', takes 12% reduced DMG",s4d.png,Ezekiel,2020-06-18 14:15:15.272604,2020-06-18 14:15:15.272604
241,Light of Doom,Increases All DMG the hit enemies takes by 20% for 10 sec,s1l.png,Fallen Frey,2020-06-18 14:15:38.409276,2020-06-18 14:15:38.409276
242,Light of Doom,ncreases Mana Cost by 1 and Heal Rate by 100%,s1d.png,Fallen Frey,2020-06-18 14:15:44.592701,2020-06-18 14:15:44.592701
243,Blessing of Doom,Changes the target of shield to all allies,s2l.png,Fallen Frey,2020-06-18 14:15:56.172624,2020-06-18 14:15:56.172624
244,Blessing of Doom,Increases All Block Chance of shielded allies by 400,s2d.png,Fallen Frey,2020-06-18 14:16:03.102605,2020-06-18 14:16:03.102605
245,"Heaven's Vengeance",Increases DMG by 40%,s3l.png,Fallen Frey,2020-06-18 14:16:16.700146,2020-06-18 14:16:16.700146
246,"Heaven's Vengeance",Each hit reduces Mana by 200,s3d.png,Fallen Frey,2020-06-18 14:16:24.79861,2020-06-18 14:16:24.79861
247,Tainted Angel,At the beginning of the first battle, grants [Blessing of the Fallen Angel] to all allies excluding self, reducing All DMG the targets take by 10% and increasing All DEF by 20%. The [Blessing of the Fallen Angel] effect is irremovable,s4l.png,Fallen Frey,2020-06-18 14:16:34.229817,2020-06-18 14:16:34.229817
248,Tainted Angel,"At the beginning of the first battle, grants [Bond of the Fallen Angel] to 1 ally with the highest ATK excluding self, increasing the targets ATK Spd by 200 and ATK euqal to 7% of Fallen Frey's ATK. The [Bond of the Fallen Angel] effect is irremovable",s4d.png,Fallen Frey,2020-06-18 14:16:57.469819,2020-06-18 14:16:57.469819
249,Tempest Blade,Ignores DEF when there is only 1 enemy,s1l.png,Fluss,2020-06-18 14:17:46.229749,2020-06-18 14:17:46.229749
250,Tempest Blade,Upon a Crit Hit, cooldown is reduced by 6%,s1d.png,Fluss,2020-06-18 14:17:53.486183,2020-06-18 14:17:53.486183
251,Flashstep,In exchange for 1 additional Mana Cost, cooldown is reduced by 5 sec,s2l.png,Fluss,2020-06-18 14:18:06.12873,2020-06-18 14:18:06.12873
252,Flashstep,Dispels positive effects from enemy,s2d.png,Fluss,2020-06-18 14:18:12.905388,2020-06-18 14:18:12.905388
253,Bloody Petals,"Each Critical Hit increases the last hit's DMG by 10%",s3l.png,Fluss,2020-06-18 14:18:23.566584,2020-06-18 14:18:23.566584
254,Bloody Petals,While in cooldown, auto attack DMG is boosted by 50%,s3d.png,Fluss,2020-06-18 14:18:33.342321,2020-06-18 14:18:33.342321
255,Spell Cutter,Upon dodging, raise own ATK by 3%. Stacks up to 10 times,s4l.png,Fluss,2020-06-18 14:18:50.493653,2020-06-18 14:18:50.493653
256,Spell Cutter,Has a 30% chance to stun enemies for 3 sec,s4d.png,Fluss,2020-06-18 14:18:57.014384,2020-06-18 14:18:57.014384
257,Miraculous Light,In exchange for 1 additional Mana Cost, the skill targets 2 allies,s1l.png,Frey,2020-06-18 14:21:51.252875,2020-06-18 14:21:51.252875
258,Miraculous Light,Healed allies take 25% reduced M.DMG for 10 sec,s1d.png,Frey,2020-06-18 14:21:59.258784,2020-06-18 14:21:59.258784
259,Blessings of Light,Shield is increased by 40%,s2l.png,Frey,2020-06-18 14:22:10.179681,2020-06-18 14:22:10.179681
260,Blessings of Light,Shielded allies gain 20% ATK,s2d.png,Frey,2020-06-18 14:22:16.086779,2020-06-18 14:22:16.086779
261,"Heaven's Vengeance",In exchange for 1 additional Mana Cost, DMG is increased by 80%,s3l.png,Frey,2020-06-18 14:22:31.365771,2020-06-18 14:22:31.365771
262,"Heaven's Vengeance",Blind duration is reduced by 2 sec and now targets a random enemy,s3d.png,Frey,2020-06-18 14:22:38.280895,2020-06-18 14:22:38.280895
263,Goddess Grace,"Target's ATK Spd. is boosted by 250",s4l.png,Frey,2020-06-18 14:22:47.153755,2020-06-18 14:22:47.153755
264,Goddess Grace,Number of targets changes to 2,s4d.png,Frey,2020-06-18 14:22:52.553168,2020-06-18 14:22:52.553168
265,Smash,Mana cost is reduced by 1,s1l.png,Gau,2020-06-18 14:23:10.400422,2020-06-18 14:23:10.400422
266,Smash,Each use increases DMG by 15%. Stacks 10 times max,s1d.png,Gau,2020-06-18 14:23:17.080968,2020-06-18 14:23:17.080968
267,Battle Roar,ATK boost is increased by 40%,s2l.png,Gau,2020-06-18 14:23:29.736583,2020-06-18 14:23:29.736583
268,Battle Roar,ATK Spd boost of 200 is added to the effect,s2d.png,Gau,2020-06-18 14:23:34.162721,2020-06-18 14:23:34.162721
269,Vortex,Cooldown reduced by 3 sec,s3l.png,Gau,2020-06-18 14:23:58.629596,2020-06-18 14:23:58.629596
270,Vortex,Immune to all types of DMG while in use,s3d.png,Gau,2020-06-18 14:24:03.564772,2020-06-18 14:24:03.564772
271,Enrage,ATK boost is increased by 40%,s4l.png,Gau,2020-06-18 14:24:12.087155,2020-06-18 14:24:12.087155
272,Enrage,Takes 5% more DMG per each stack, but gains a boost of 50 Crit Chance and Lifesteal per each stack as well,s4d.png,Gau,2020-06-18 14:24:15.787138,2020-06-18 14:24:15.787138
273,Quick Strikes,When there is 1 enemy, DMG is boosted by 100%,s1l.png,Gladi,2020-06-18 14:24:42.076345,2020-06-18 14:24:42.076345
274,Quick Strikes,P.DMG taken increase effect amount is changed to 50%,s1d.png,Gladi,2020-06-18 14:24:48.160811,2020-06-18 14:24:48.160811
275,Advent of the War God,War God state lasts 5 seconds longer,s2l.png,Gladi,2020-06-18 14:25:01.651931,2020-06-18 14:25:01.651931
276,Advent of the War God,Additional DMG hit chance rises by 20%,s2d.png,Gladi,2020-06-18 14:25:05.788321,2020-06-18 14:25:05.788321
277,Ultimate Punch!,DMG is increased by 40%,s3l.png,Gladi,2020-06-18 14:25:15.517961,2020-06-18 14:25:15.517961
278,Ultimate Punch!,Mana cost is reduced by 1,s3d.png,Gladi,2020-06-18 14:25:21.918328,2020-06-18 14:25:21.918328
279,This will hurt!,When there is 1 enemy, DMG is boosted by 100%,s4l.png,Gladi,2020-06-18 14:25:30.810403,2020-06-18 14:25:30.810403
280,This will hurt!,"When activated in the Arena, deal 15% of the target's current HP as additional P.DMG that ignores DEF",s4d.png,Gladi,2020-06-18 14:25:36.826715,2020-06-18 14:25:36.826715
281,That Is It,Mana Cost increases by 1. DMG dealt to Non-Hero enemies now ignores DEF,s1l.png,Glenwys,2020-06-18 14:26:02.51232,2020-06-18 14:26:02.51232
282,That Is It,"Reduces target's ATK Spd by 250 for 10 sec",s1d.png,Glenwys,2020-06-18 14:26:10.577141,2020-06-18 14:26:10.577141
283,I Will Not Stay My Hand,Increases the amount of P.DMG that a target takes by 25% for 10 sec,s2l.png,Glenwys,2020-06-18 14:26:19.357218,2020-06-18 14:26:19.357218
284,I Will Not Stay My Hand,The duration of Stun increases by 0.5 sec,s2d.png,Glenwys,2020-06-18 14:26:25.726196,2020-06-18 14:26:25.726196
285,Time For Counterattack,"Reduces target's P.Crit Resistance by 250 for 10 sec",s3l.png,Glenwys,2020-06-18 14:26:38.566843,2020-06-18 14:26:38.566843
286,Time For Counterattack,Mana Cost is increases by 1 and the amount of ATK and DEF boost increases by 100%,s3d.png,Glenwys,2020-06-18 14:26:45.321311,2020-06-18 14:26:45.321311
287,Pride of Imperial Knights,DMG effect dealt to Non-Hero enemies is now 20%,s4l.png,Glenwys,2020-06-18 14:26:53.945786,2020-06-18 14:26:53.945786
288,Pride of Imperial Knights,DMG effect received from Non-Hero enemies is now 20%,s4d.png,Glenwys,2020-06-18 14:26:57.800007,2020-06-18 14:26:57.800007
289,I See Through Your Every Move!,Removes positive effects from the target,s1l.png,Hanus,2020-06-18 14:27:17.417715,2020-06-18 14:27:17.417715
290,I See Through Your Every Move!,Hanus now gains 40 Ammo, increasing own ATK by 3% for 60 sec upon gaining an Ammo. The ATK Boost effect can be stacked up to max 5 times,s1d.png,Hanus,2020-06-18 14:27:22.729848,2020-06-18 14:27:22.729848
291,Shoot You Full of Holes!,"Ammo usage is increased to 3 , but while Hanus is in the state of consuming Ammo, Hanus' Crit DMG is increased by 150%",s2l.png,Hanus,2020-06-18 14:28:13.446069,2020-06-18 14:28:13.446069
292,Shoot You Full of Holes!,Hanus no longer takes additional DMG from enemies,s2d.png,Hanus,2020-06-18 14:28:18.835321,2020-06-18 14:28:18.835321
293,Hide If You Can!,"Ignores the target's DMG Reduction effects in Guild War",s3l.png,Hanus,2020-06-18 14:28:27.847313,2020-06-18 14:28:27.847313
294,Hide If You Can!,Hanus now gains 80 Ammo, increasing own DEF Penetration by 60 for 60 sec upon gaining an Ammo. The DEF Penetration Boost can be stacked up to max 5 times,s3d.png,Hanus,2020-06-18 14:28:34.50354,2020-06-18 14:28:34.50354
295,I Shall Train You Hard!,At the beginning of a Guild War battle, reduces DMG that all allies take by 20% for 6 sec,s4l.png,Hanus,2020-06-18 14:28:44.103232,2020-06-18 14:28:44.103232
296,I Shall Train You Hard!,Hanus gains 30 Ammo every 10 sec,s4d.png,Hanus,2020-06-18 14:28:49.580396,2020-06-18 14:28:49.580396
297,Funeral Rites,Target takes 25% increased M.DMG for 10 sec,s1l.png,Jane,2020-06-18 14:30:04.488058,2020-06-18 14:30:04.488058
298,Funeral Rites,In exchange for 1 additional Mana Cost, the skill has a 100% chance to draw the target in,s1d.png,Jane,2020-06-18 14:30:12.779365,2020-06-18 14:30:12.779365
299,Mark of Death,Duration is reduced to 10 sec and DMG is boosted by 250%,s2l.png,Jane,2020-06-18 14:30:27.695791,2020-06-18 14:30:27.695791
300,Mark of Death,Engraved Mark is not be dispelled when negative effects are dispelled,s2d.png,Jane,2020-06-18 14:30:38.821302,2020-06-18 14:30:38.821302
301,Day of Ruin,DMG is increased by 40%,s3l.png,Jane,2020-06-18 14:30:49.787582,2020-06-18 14:30:49.787582
302,Day of Ruin,Has a 10% chance to Stun enemies for 1 sec,s3d.png,Jane,2020-06-18 14:30:57.920954,2020-06-18 14:30:57.920954
303,Rest in Peace,While inside the Coffin, deal DMG worth 5% of max HP to nearby enemies,s4l.png,Jane,2020-06-18 14:31:07.299879,2020-06-18 14:31:07.299879
304,Rest in Peace,Upon activation, stun all enemies for 2 sec,s4d.png,Jane,2020-06-18 14:31:11.648722,2020-06-18 14:31:11.648722
305,"Best Dish / Juno's Spicy Special","[Best Dish] Increases ATK of the target by 15% for the duration of skill. [Juno's Spicy Special] Target takes 25% increased P.DMG for 10 sec",s1l.png,Juno,2020-06-18 14:31:34.624758,2020-06-18 14:31:34.624758
306,"Best Dish / Juno's Spicy Special","[Best Dish] Increases Crit Chance of the target by 150 for the duration of skill. [Juno's Spicy Special] Reduces Mana Cost by 1",s1d.png,Juno,2020-06-18 14:31:42.296518,2020-06-18 14:31:42.296518
307,Power-up / Help Yourself, Then Get Lost!,[Power-up] Increases Mana Cost by 1, but casts shields on 2 targets. [Help Yourself, Then Get Lost!] Reduces ATK Spd of hit enemy by 200 for 10 seconds,s2l.png,Juno,2020-06-18 14:32:01.740985,2020-06-18 14:32:01.740985
308,Power-up / Help Yourself, Then Get Lost!,"[Power-up] Reduces Mana Cost by 1. [Help Yourself, Then Get Lost!] Increases Cooldown of hit enemy's active skills by 2 seconds",s2d.png,Juno,2020-06-18 14:32:07.873318,2020-06-18 14:32:07.873318
309,Cook from Hell,Increases Heal Rate by 100%,s3l.png,Juno,2020-06-18 14:32:59.683392,2020-06-18 14:32:59.683392
310,Cook from Hell,Recovers 1 orb of Mana upon use,s3d.png,Juno,2020-06-18 14:33:07.87766,2020-06-18 14:33:07.87766
311,Open for Business!,Increases Crit Chance of all allies by 200,s4l.png,Juno,2020-06-18 14:33:17.056656,2020-06-18 14:33:17.056656
312,Open for Business!,Reduces DEF Penetration of all enemies by 200,s4d.png,Juno,2020-06-18 14:33:22.515212,2020-06-18 14:33:22.515212
313,Anti-personnel Laser / Siege Laser,[Anti-personnel Laser] - Recovers 200 MP upon a Crit Hit. [Siege Laser] - Increases Mana Cost by 1 and DMG by 100%,s1l.png,Kara,2020-06-18 14:33:41.236124,2020-06-18 14:33:41.236124
314,Anti-personnel Laser / Siege Laser,[Anti-personnel Laser] - Reduces 300 MP of the enemy that took the DMG. [Siege Laser] - Reduces Mana Cost by 1,s1d.png,Kara,2020-06-18 14:33:48.294847,2020-06-18 14:33:48.294847
315,Wide-area Cannon / Focused Fire,[Wide-area Cannon] - Increases the Stun duration by 1 second. [Focused Fire] - Stacks 1 additional Focused Fire,s2l.png,Kara,2020-06-18 14:34:02.364322,2020-06-18 14:34:02.364322
316,Wide-area Cannon / Focused Fire,[Wide-area Cannon] - Reduces Mana Cost by 1. [Focused Fire] - Increases the Max Stack of Focused Fire to 60,s2d.png,Kara,2020-06-18 14:34:08.292752,2020-06-18 14:34:08.292752
317,Release Siege Weapon,Increases DMG by 100% when there is only 1 enemy,s3l.png,Kara,2020-06-18 14:34:20.010761,2020-06-18 14:34:20.010761
318,Release Siege Weapon,Reduces all skill cooldown by 3% upon a Crit Hit,s3d.png,Kara,2020-06-18 14:34:27.426077,2020-06-18 14:34:27.426077
319,Essence of Technomagic,MP Recovery triples when there is only one enemy,s4l.png,Kara,2020-06-18 14:35:06.751998,2020-06-18 14:35:06.751998
320,Essence of Technomagic,[Anti-personnel Weapon] - Decreases ATK by 20%, but increases MP Recovery/Sec by 100%. [Siege Weapon] - Decreases all DEF by 60%, but increases Crit DMG by 140%,s4d.png,Kara,2020-06-18 14:35:19.236445,2020-06-18 14:35:19.236445
321,Judgment Blade,Mana cost is reduced by 1,s1l.png,Kasel,2020-06-22 08:55:18.643633,2020-06-22 08:55:18.643633
322,Judgment Blade,Ignores DEF when there is only 1 enemy,s1d.png,Kasel,2020-06-22 08:55:36.778321,2020-06-22 08:55:36.778321
323,Valiant Dash,Mana cost is reduced by 1,s2l.png,Kasel,2020-06-22 08:55:49.337328,2020-06-22 08:55:49.337328
324,Valiant Dash,Target takes 25% increased P.DMG for 10 sec,s2d.png,Kasel,2020-06-22 08:55:56.322277,2020-06-22 08:55:56.322277
325,Proxy of God,Mana cost is reduced by 1,s3l.png,Kasel,2020-06-22 08:57:11.49807,2020-06-22 08:57:11.49807
326,Proxy of God,Increases Mana Cost by 1 and DMG dealt to Non-Hero enemies by 100% for the duration of Skill,s3d.png,Kasel,2020-06-22 08:57:18.445405,2020-06-22 08:57:18.445405
327,Goddess Strike,DMG Boost of normal attacks is changed to 100%,s4l.png,Kasel,2020-06-22 08:57:31.67193,2020-06-22 08:57:31.67193
328,Goddess Strike,Reduces DMG received from Heroes by 15%,s4d.png,Kasel,2020-06-22 08:57:37.518733,2020-06-22 08:57:37.518733
329,Thunderbolt,Mana cost is reduced by 1,s1l.png,Kaulah,2020-06-22 08:59:24.339265,2020-06-22 08:59:24.339265
330,Thunderbolt,Target takes 25% increased M.DMG for 10 sec,s1d.png,Kaulah,2020-06-22 08:59:30.703636,2020-06-22 08:59:30.703636
331,Healing Rain,Allies take 25% less DMG while skill is in effect,s2l.png,Kaulah,2020-06-22 08:59:42.271785,2020-06-22 08:59:42.271785
332,Healing Rain,In exchange for 1 additional Mana Cost, additionally heal allies by 5% of their Max HP,s2d.png,Kaulah,2020-06-22 08:59:48.722903,2020-06-22 08:59:48.722903
333,Swift Wind,Recovers 1 orb of Mana for all allies,s3l.png,Kaulah,2020-06-22 09:00:01.141546,2020-06-22 09:00:01.141546
334,Swift Wind,Cooldown is reduced by 3 sec,s3d.png,Kaulah,2020-06-22 09:00:07.769177,2020-06-22 09:00:07.769177
335,Chain Lightning,Electric Shock effect becomes irremovable,s4l.png,Kaulah,2020-06-22 09:00:16.214539,2020-06-22 09:00:16.214539
336,Chain Lightning,Increases Stun duration by 0.7 sec,s4d.png,Kaulah,2020-06-22 09:00:21.665303,2020-06-22 09:00:21.665303
337,Mm, You Better Pay Attention!,Reduces MP cost by 1,s1l.png,Kibera,2020-06-22 09:00:46.090869,2020-06-22 09:00:46.090869
338,Mm, You Better Pay Attention!,Gains Immunity to CC for the duration of the Skill,s1d.png,Kibera,2020-06-22 09:00:52.647038,2020-06-22 09:00:52.647038
339,"Heh, Let's Have Some Fun! / Ha! Full of Openings",Upon using [Ha! Full of Openings], inflicts silence on all enemies for 2 sec,s2l.png,Kibera,2020-06-22 09:01:10.139674,2020-06-22 09:01:10.139674
340,"Heh, Let's Have Some Fun! / Ha! Full of Openings",When there are 3 allies or less, the effect of [Shadow Dominion] applies to all allies,s2d.png,Kibera,2020-06-22 09:01:19.554366,2020-06-22 09:01:19.554366
341,Say Hello to Death!!,Dispels positive effects of enemies within the range of the shockwave,s3l.png,Kibera,2020-06-22 09:04:05.98534,2020-06-22 09:04:05.98534
342,Say Hello to Death!!,Increases Mana Cost by 1, and icnreases DMG by 100%,s3d.png,Kibera,2020-06-22 09:04:13.043446,2020-06-22 09:04:13.043446
343,Three Demonic Swords,Increaes own ATK by 20% and automatically selects [Nocturnal Demonic Sword, Night Sky] at the beginning of the first Battle,s4l.png,Kibera,2020-06-22 09:04:22.192165,2020-06-22 09:04:22.192165
344,Three Demonic Swords,Recovers own Mana by 150 every sec, and automatically selects [Darkslayer Demonic Sword, Veil] at the beginning of the first battle,s4d.png,Kibera,2020-06-22 09:04:30.526817,2020-06-22 09:04:30.526817
345,Slash, Blade of Judgment!,Reduces Cooldown by 3% per each enemy hit,s1l.png,Kirze,2020-06-22 09:04:52.303448,2020-06-22 09:04:52.303448
346,Slash, Blade of Judgment!,If there is only 1 enemy, DMG is increased by 100%,s1d.png,Kirze,2020-06-22 09:04:57.886018,2020-06-22 09:04:57.886018
347,Disperse, Crystal Haze!,Reduces Mana Cost by 1,s2l.png,Kirze,2020-06-22 09:05:07.95553,2020-06-22 09:05:07.95553
348,Disperse, Crystal Haze!,While under [Arcane Crystal Awakening], self deals 20% increased DMG to Non-Hero enemies,s2d.png,Kirze,2020-06-22 09:05:13.916154,2020-06-22 09:05:13.916154
349,Bloom, Crimson Flower!,Increases ATK Spd reduction by 300,s3l.png,Kirze,2020-06-22 09:05:25.378397,2020-06-22 09:05:25.378397
350,Bloom, Crimson Flower!,Inflicts 2 stacks of Arcane Crystal Energy,s3d.png,Kirze,2020-06-22 09:05:32.864473,2020-06-22 09:05:32.864473
